park,year,month,month_number,visitors,total
Zion,2012,JUN,6,370280,2973607
Zion,2012,JUL,7,392359,2973607
Zion,2012,AUG,8,364857,2973607
Zion,2012,SEP,9,355140,2973607
Zion,2012,OCT,10,276134,2973607
Zion,2012,NOV,11,140350,2973607
Zion,2012,DEC,12,70981,2973607
Grand Canyon,2013,JAN,1,143405,4564840
Grand Canyon,2013,FEB,2,145356,4564840
Grand Canyon,2013,MAR,3,359799,4564840
Grand Canyon,2013,APR,4,375899,4564840
Grand Canyon,2013,MAY,5,468178,4564840
Grand Canyon,2013,JUN,6,613479,4564840
Grand Canyon,2013,JUL,7,728543,4564840
Grand Canyon,2013,AUG,8,633026,4564840
Grand Canyon,2013,SEP,9,465665,4564840
Grand Canyon,2013,OCT,10,197742,4564840
Grand Canyon,2013,NOV,11,217733,4564840
Grand Canyon,2013,DEC,12,216015,4564840
Saguaro,2013,JAN,1,76927,678261
Saguaro,2013,FEB,2,70794,678261
Saguaro,2013,MAR,3,125881,678261
Saguaro,2013,APR,4,94764,678261
Saguaro,2013,MAY,5,46141,678261
Saguaro,2013,JUN,6,30949,678261
Saguaro,2013,JUL,7,39896,678261
Saguaro,2013,AUG,8,35161,678261
Saguaro,2013,SEP,9,31072,678261
Saguaro,2013,OCT,10,29117,678261
Saguaro,2013,NOV,11,41561,678261
Saguaro,2013,DEC,12,55998,678261
Yellowstone,2013,JAN,1,24699,3188030
Yellowstone,2013,FEB,2,31053,3188030
Yellowstone,2013,MAR,3,18613,3188030
Yellowstone,2013,APR,4,24606,3188030
Yellowstone,2013,MAY,5,293250,3188030
Yellowstone,2013,JUN,6,624429,3188030
Yellowstone,2013,JUL,7,812212,3188030
Yellowstone,2013,AUG,8,725136,3188030
Yellowstone,2013,SEP,9,557925,3188030
Yellowstone,2013,OCT,10,47560,3188030
Yellowstone,2013,NOV,11,11169,3188030
Yellowstone,2013,DEC,12,17378,3188030
Zion,2013,JAN,1,56972,2807387
Zion,2013,FEB,2,64994,2807387
Zion,2013,MAR,3,227899,2807387
Zion,2013,APR,4,292765,2807387
Zion,2013,MAY,5,313594,2807387
Zion,2013,JUN,6,367217,2807387
Zion,2013,JUL,7,379129,2807387
Zion,2013,AUG,8,345014,2807387
Zion,2013,SEP,9,339593,2807387
Zion,2013,OCT,10,203056,2807387
Zion,2013,NOV,11,141251,2807387
Zion,2013,DEC,12,75903,2807387
Grand Canyon,2014,JAN,1,173458,4756771
Grand Canyon,2014,FEB,2,176364,4756771
Grand Canyon,2014,MAR,3,353920,4756771
Grand Canyon,2014,APR,4,320348,4756771
Grand Canyon,2014,MAY,5,463713,4756771
Grand Canyon,2014,JUN,6,563375,4756771
Grand Canyon,2014,JUL,7,621953,4756771
Grand Canyon,2014,AUG,8,671027,4756771
Grand Canyon,2014,SEP,9,488359,4756771
Grand Canyon,2014,OCT,10,410933,4756771
Grand Canyon,2014,NOV,11,256705,4756771
Grand Canyon,2014,DEC,12,256616,4756771
Saguaro,2014,JAN,1,77883,673572
Saguaro,2014,FEB,2,76856,673572
Saguaro,2014,MAR,3,96500,673572
Saguaro,2014,APR,4,70494,673572
Saguaro,2014,MAY,5,45841,673572
Saguaro,2014,JUN,6,32480,673572
Saguaro,2014,JUL,7,36279,673572
Saguaro,2014,AUG,8,38075,673572
Saguaro,2014,SEP,9,34155,673572
Saguaro,2014,OCT,10,44325,673572
Saguaro,2014,NOV,11,59958,673572
Saguaro,2014,DEC,12,60726,673572
Yellowstone,2014,JAN,1,26778,3513484
Yellowstone,2014,FEB,2,28233,3513484
Yellowstone,2014,MAR,3,18778,3513484
Yellowstone,2014,APR,4,31356,3513484
Yellowstone,2014,MAY,5,310039,3513484
Yellowstone,2014,JUN,6,669642,3513484
Yellowstone,2014,JUL,7,858856,3513484
Yellowstone,2014,AUG,8,773357,3513484
Yellowstone,2014,SEP,9,571764,3513484
Yellowstone,2014,OCT,10,194804,3513484
Yellowstone,2014,NOV,11,11537,3513484
Yellowstone,2014,DEC,12,18340,3513484
Zion,2014,JAN,1,70862,3189696
Zion,2014,FEB,2,74625,3189696
Zion,2014,MAR,3,226424,3189696
Zion,2014,APR,4,312381,3189696
Zion,2014,MAY,5,391969,3189696
Zion,2014,JUN,6,397753,3189696
Zion,2014,JUL,7,407153,3189696
Zion,2014,AUG,8,391973,3189696
Zion,2014,SEP,9,340855,3189696
Zion,2014,OCT,10,304108,3189696
Zion,2014,NOV,11,169607,3189696
Zion,2014,DEC,12,101986,3189696
Grand Canyon,2015,JAN,1,191781,5520736
Grand Canyon,2015,FEB,2,224311,5520736
Grand Canyon,2015,MAR,3,437563,5520736
Grand Canyon,2015,APR,4,486989,5520736
Grand Canyon,2015,MAY,5,541338,5520736
Grand Canyon,2015,JUN,6,614938,5520736
Grand Canyon,2015,JUL,7,714911,5520736
Grand Canyon,2015,AUG,8,793412,5520736
Grand Canyon,2015,SEP,9,525090,5520736
Grand Canyon,2015,OCT,10,444363,5520736
Grand Canyon,2015,NOV,11,273558,5520736
Grand Canyon,2015,DEC,12,272482,5520736
Saguaro,2015,JAN,1,82743,753446
Saguaro,2015,FEB,2,97933,753446
Saguaro,2015,MAR,3,118729,753446
Saguaro,2015,APR,4,77715,753446
Saguaro,2015,MAY,5,55800,753446
Saguaro,2015,JUN,6,34434,753446
Saguaro,2015,JUL,7,41292,753446
Saguaro,2015,AUG,8,37614,753446
Saguaro,2015,SEP,9,37218,753446
Saguaro,2015,OCT,10,45058,753446
Saguaro,2015,NOV,11,60026,753446
Saguaro,2015,DEC,12,64884,753446
Yellowstone,2015,JAN,1,28091,4097710
Yellowstone,2015,FEB,2,34343,4097710
Yellowstone,2015,MAR,3,22989,4097710
Yellowstone,2015,APR,4,46600,4097710
Yellowstone,2015,MAY,5,386064,4097710
Yellowstone,2015,JUN,6,780768,4097710
Yellowstone,2015,JUL,7,980702,4097710
Yellowstone,2015,AUG,8,854408,4097710
Yellowstone,2015,SEP,9,680213,4097710
Yellowstone,2015,OCT,10,252013,4097710
Yellowstone,2015,NOV,11,11049,4097710
Yellowstone,2015,DEC,12,20470,4097710
Zion,2015,JAN,1,78318,3648846
Zion,2015,FEB,2,106314,3648846
Zion,2015,MAR,3,291118,3648846
Zion,2015,APR,4,392417,3648846
Zion,2015,MAY,5,400048,3648846
Zion,2015,JUN,6,458546,3648846
Zion,2015,JUL,7,479538,3648846
Zion,2015,AUG,8,455487,3648846
Zion,2015,SEP,9,394201,3648846
Zion,2015,OCT,10,314966,3648846
Zion,2015,NOV,11,180390,3648846
Zion,2015,DEC,12,97503,3648846
Grand Canyon,2016,JAN,1,189103,5969811
Grand Canyon,2016,FEB,2,214361,5969811
Grand Canyon,2016,MAR,3,504295,5969811
Grand Canyon,2016,APR,4,464922,5969811
Grand Canyon,2016,MAY,5,588591,5969811
Grand Canyon,2016,JUN,6,700421,5969811
Grand Canyon,2016,JUL,7,839086,5969811
Grand Canyon,2016,AUG,8,743158,5969811
Grand Canyon,2016,SEP,9,578006,5969811
Grand Canyon,2016,OCT,10,517791,5969811
Grand Canyon,2016,NOV,11,333204,5969811
Grand Canyon,2016,DEC,12,296873,5969811
Saguaro,2016,JAN,1,88923,820426
Saguaro,2016,FEB,2,103376,820426
Saguaro,2016,MAR,3,118125,820426
Saguaro,2016,APR,4,83290,820426
Saguaro,2016,MAY,5,57396,820426
Saguaro,2016,JUN,6,37587,820426
Saguaro,2016,JUL,7,40050,820426
Saguaro,2016,AUG,8,42248,820426
Saguaro,2016,SEP,9,38865,820426
Saguaro,2016,OCT,10,51086,820426
Saguaro,2016,NOV,11,67524,820426
Saguaro,2016,DEC,12,91956,820426
Yellowstone,2016,JAN,1,30621,4257177
Yellowstone,2016,FEB,2,36327,4257177
Yellowstone,2016,MAR,3,22924,4257177
Yellowstone,2016,APR,4,59253,4257177
Yellowstone,2016,MAY,5,444630,4257177
Yellowstone,2016,JUN,6,838316,4257177
Yellowstone,2016,JUL,7,995917,4257177
Yellowstone,2016,AUG,8,841036,4257177
Yellowstone,2016,SEP,9,701754,4257177
Yellowstone,2016,OCT,10,242004,4257177
Yellowstone,2016,NOV,11,24710,4257177
Yellowstone,2016,DEC,12,19685,4257177
Zion,2016,JAN,1,84145,4295127
Zion,2016,FEB,2,117510,4295127
Zion,2016,MAR,3,359920,4295127
Zion,2016,APR,4,395768,4295127
Zion,2016,MAY,5,447976,4295127
Zion,2016,JUN,6,544890,4295127
Zion,2016,JUL,7,599961,4295127
Zion,2016,AUG,8,477507,4295127
Zion,2016,SEP,9,497825,4295127
Zion,2016,OCT,10,412916,4295127
Zion,2016,NOV,11,232271,4295127
Zion,2016,DEC,12,124438,4295127
Grand Canyon,2017,JAN,1,217102,6254238
Grand Canyon,2017,FEB,2,239154,6254238
Grand Canyon,2017,MAR,3,502739,6254238
Grand Canyon,2017,APR,4,590006,6254238
Grand Canyon,2017,MAY,5,606247,6254238
Grand Canyon,2017,JUN,6,726916,6254238
Grand Canyon,2017,JUL,7,837258,6254238
Grand Canyon,2017,AUG,8,745613,6254238
Grand Canyon,2017,SEP,9,571946,6254238
Grand Canyon,2017,OCT,10,529825,6254238
Grand Canyon,2017,NOV,11,349326,6254238
Grand Canyon,2017,DEC,12,338106,6254238
Saguaro,2017,JAN,1,106868,964760
Saguaro,2017,FEB,2,129417,964760
Saguaro,2017,MAR,3,139654,964760
Saguaro,2017,APR,4,99335,964760
Saguaro,2017,MAY,5,61633,964760
Saguaro,2017,JUN,6,45316,964760
Saguaro,2017,JUL,7,51672,964760
Saguaro,2017,AUG,8,56232,964760
Saguaro,2017,SEP,9,43075,964760
Saguaro,2017,OCT,10,59768,964760
Saguaro,2017,NOV,11,81806,964760
Saguaro,2017,DEC,12,89984,964760
Yellowstone,2017,JAN,1,29518,4116524
Yellowstone,2017,FEB,2,32275,4116524
Yellowstone,2017,MAR,3,23897,4116524
Yellowstone,2017,APR,4,45160,4116524
Yellowstone,2017,MAY,5,419635,4116524
Yellowstone,2017,JUN,6,803652,4116524
Yellowstone,2017,JUL,7,962404,4116524
Yellowstone,2017,AUG,8,916166,4116524
Yellowstone,2017,SEP,9,640068,4116524
Yellowstone,2017,OCT,10,211987,4116524
Yellowstone,2017,NOV,11,10468,4116524
Yellowstone,2017,DEC,12,21294,4116524
Zion,2017,JAN,1,88561,4504812
Zion,2017,FEB,2,110569,4504812
Zion,2017,MAR,3,345476,4504812
Zion,2017,APR,4,515652,4504812
Zion,2017,MAY,5,509017,4504812
Zion,2017,JUN,6,533252,4504812
Zion,2017,JUL,7,576349,4504812
Zion,2017,AUG,8,529684,4504812
Zion,2017,SEP,9,512940,4504812
Zion,2017,OCT,10,422377,4504812
Zion,2017,NOV,11,222069,4504812
Zion,2017,DEC,12,138866,4504812
Grand Canyon,2018,JAN,1,257366,6380495
Grand Canyon,2018,FEB,2,265949,6380495
Grand Canyon,2018,MAR,3,503284,6380495
Grand Canyon,2018,APR,4,549416,6380495
Grand Canyon,2018,MAY,5,637703,6380495
Grand Canyon,2018,JUN,6,673474,6380495
Grand Canyon,2018,JUL,7,799765,6380495
Grand Canyon,2018,AUG,8,744826,6380495
Grand Canyon,2018,SEP,9,615783,6380495
Grand Canyon,2018,OCT,10,555094,6380495
Grand Canyon,2018,NOV,11,408794,6380495
Grand Canyon,2018,DEC,12,369041,6380495
Saguaro,2018,JAN,1,104478,957405
Saguaro,2018,FEB,2,131262,957405
Saguaro,2018,MAR,3,152999,957405
Saguaro,2018,APR,4,98936,957405
Saguaro,2018,MAY,5,62140,957405
Saguaro,2018,JUN,6,42723,957405
Saguaro,2018,JUL,7,49881,957405
Saguaro,2018,AUG,8,49400,957405
Saguaro,2018,SEP,9,43637,957405
Saguaro,2018,OCT,10,62855,957405
Saguaro,2018,NOV,11,96302,957405
Saguaro,2018,DEC,12,62792,957405
Yellowstone,2018,JAN,1,29179,4115000
Yellowstone,2018,FEB,2,34263,4115000
Yellowstone,2018,MAR,3,22741,4115000
Yellowstone,2018,APR,4,37766,4115000
Yellowstone,2018,MAY,5,446875,4115000
Yellowstone,2018,JUN,6,810884,4115000
Yellowstone,2018,JUL,7,940563,4115000
Yellowstone,2018,AUG,8,813970,4115000
Yellowstone,2018,SEP,9,724454,4115000
Yellowstone,2018,OCT,10,218076,4115000
Yellowstone,2018,NOV,11,13849,4115000
Yellowstone,2018,DEC,12,22380,4115000
Zion,2018,JAN,1,107960,4320033
Zion,2018,FEB,2,127790,4320033
Zion,2018,MAR,3,373523,4320033
Zion,2018,APR,4,483487,4320033
Zion,2018,MAY,5,500118,4320033
Zion,2018,JUN,6,541464,4320033
Zion,2018,JUL,7,500350,4320033
Zion,2018,AUG,8,459415,4320033
Zion,2018,SEP,9,481507,4320033
Zion,2018,OCT,10,377826,4320033
Zion,2018,NOV,11,218799,4320033
Zion,2018,DEC,12,147794,4320033
Grand Canyon,2019,JAN,1,225056,5974411
Grand Canyon,2019,FEB,2,213050,5974411
Grand Canyon,2019,MAR,3,451228,5974411
Grand Canyon,2019,APR,4,562265,5974411
Grand Canyon,2019,MAY,5,618598,5974411
Grand Canyon,2019,JUN,6,643821,5974411
Grand Canyon,2019,JUL,7,756860,5974411
Grand Canyon,2019,AUG,8,700896,5974411
Grand Canyon,2019,SEP,9,578852,5974411
Grand Canyon,2019,OCT,10,551558,5974411
Grand Canyon,2019,NOV,11,347847,5974411
Grand Canyon,2019,DEC,12,324380,5974411
Saguaro,2019,JAN,1,48968,1020226
Saguaro,2019,FEB,2,149371,1020226
Saguaro,2019,MAR,3,186275,1020226
Saguaro,2019,APR,4,117802,1020226
Saguaro,2019,MAY,5,75838,1020226
Saguaro,2019,JUN,6,49481,1020226
Saguaro,2019,JUL,7,48553,1020226
Saguaro,2019,AUG,8,51309,1020226
Saguaro,2019,SEP,9,44812,1020226
Saguaro,2019,OCT,10,64529,1020226
Saguaro,2019,NOV,11,87053,1020226
Saguaro,2019,DEC,12,96235,1020226
Yellowstone,2019,JAN,1,33896,4020288
Yellowstone,2019,FEB,2,31650,4020288
Yellowstone,2019,MAR,3,28695,4020288
Yellowstone,2019,APR,4,48150,4020288
Yellowstone,2019,MAY,5,434385,4020288
Yellowstone,2019,JUN,6,781853,4020288
Yellowstone,2019,JUL,7,936062,4020288
Yellowstone,2019,AUG,8,820006,4020288
Yellowstone,2019,SEP,9,693118,4020288
Yellowstone,2019,OCT,10,171339,4020288
Yellowstone,2019,NOV,11,15628,4020288
Yellowstone,2019,DEC,12,25506,4020288
Zion,2019,JAN,1,98828,4488268
Zion,2019,FEB,2,102269,4488268
Zion,2019,MAR,3,296316,4488268
Zion,2019,APR,4,372349,4488268
Zion,2019,MAY,5,529553,4488268
Zion,2019,JUN,6,594896,4488268
Zion,2019,JUL,7,629802,4488268
Zion,2019,AUG,8,535322,4488268
Zion,2019,SEP,9,497443,4488268
Zion,2019,OCT,10,429604,4488268
Zion,2019,NOV,11,230180,4488268
Zion,2019,DEC,12,171706,4488268
Grand Canyon,2020,JAN,1,246460,2897098
Grand Canyon,2020,FEB,2,252897,2897098
Grand Canyon,2020,MAR,3,276002,2897098
Grand Canyon,2020,APR,4,0,2897098
Grand Canyon,2020,MAY,5,43397,2897098
Grand Canyon,2020,JUN,6,232267,2897098
Grand Canyon,2020,JUL,7,350003,2897098
Grand Canyon,2020,AUG,8,303900,2897098
Grand Canyon,2020,SEP,9,249010,2897098
Grand Canyon,2020,OCT,10,421568,2897098
Grand Canyon,2020,NOV,11,275764,2897098
Grand Canyon,2020,DEC,12,245830,2897098
Saguaro,2020,JAN,1,124069,762226
Saguaro,2020,FEB,2,146224,762226
Saguaro,2020,MAR,3,98901,762226
Saguaro,2020,APR,4,22820,762226
Saguaro,2020,MAY,5,22300,762226
Saguaro,2020,JUN,6,20362,762226
Saguaro,2020,JUL,7,25649,762226
Saguaro,2020,AUG,8,24301,762226
Saguaro,2020,SEP,9,23934,762226
Saguaro,2020,OCT,10,37950,762226
Saguaro,2020,NOV,11,52377,762226
Saguaro,2020,DEC,12,163339,762226
Yellowstone,2020,JAN,1,25234,3806306
Yellowstone,2020,FEB,2,41880,3806306
Yellowstone,2020,MAR,3,32516,3806306
Yellowstone,2020,APR,4,0,3806306
Yellowstone,2020,MAY,5,46219,3806306
Yellowstone,2020,JUN,6,573205,3806306
Yellowstone,2020,JUL,7,955645,3806306
Yellowstone,2020,AUG,8,881829,3806306
Yellowstone,2020,SEP,9,837114,3806306
Yellowstone,2020,OCT,10,359889,3806306
Yellowstone,2020,NOV,11,24132,3806306
Yellowstone,2020,DEC,12,28643,3806306
Zion,2020,JAN,1,126994,3591254
Zion,2020,FEB,2,133718,3591254
Zion,2020,MAR,3,207400,3591254
Zion,2020,APR,4,40396,3591254
Zion,2020,MAY,5,178194,3591254
Zion,2020,JUN,6,377425,3591254
Zion,2020,JUL,7,449518,3591254
Zion,2020,AUG,8,450183,3591254
Zion,2020,SEP,9,520987,3591254
Zion,2020,OCT,10,559342,3591254
Zion,2020,NOV,11,319853,3591254
Zion,2020,DEC,12,227244,3591254
Grand Canyon,2021,JAN,1,164922,4532677
Grand Canyon,2021,FEB,2,161428,4532677
Grand Canyon,2021,MAR,3,317054,4532677
Grand Canyon,2021,APR,4,421232,4532677
Grand Canyon,2021,MAY,5,484442,4532677
Grand Canyon,2021,JUN,6,538530,4532677
Grand Canyon,2021,JUL,7,556766,4532677
Grand Canyon,2021,AUG,8,430684,4532677
Grand Canyon,2021,SEP,9,399321,4532677
Grand Canyon,2021,OCT,10,430734,4532677
Grand Canyon,2021,NOV,11,346971,4532677
Grand Canyon,2021,DEC,12,280593,4532677
Saguaro,2021,JAN,1,186505,1079786
Saguaro,2021,FEB,2,177726,1079786
Saguaro,2021,MAR,3,201010,1079786
Saguaro,2021,APR,4,124267,1079786
Saguaro,2021,MAY,5,37630,1079786
Saguaro,2021,JUN,6,19808,1079786
Saguaro,2021,JUL,7,38297,1079786
Saguaro,2021,AUG,8,37217,1079786
Saguaro,2021,SEP,9,39172,1079786
Saguaro,2021,OCT,10,56615,1079786
Saguaro,2021,NOV,11,72714,1079786
Saguaro,2021,DEC,12,88825,1079786
Yellowstone,2021,JAN,1,35338,4860242
Yellowstone,2021,FEB,2,36897,4860242
Yellowstone,2021,MAR,3,35611,4860242
Yellowstone,2021,APR,4,67508,4860242
Yellowstone,2021,MAY,5,473799,4860242
Yellowstone,2021,JUN,6,938845,4860242
Yellowstone,2021,JUL,7,1080767,4860242
Yellowstone,2021,AUG,8,921844,4860242
Yellowstone,2021,SEP,9,882078,4860242
Yellowstone,2021,OCT,10,316662,4860242
Yellowstone,2021,NOV,11,33144,4860242
Yellowstone,2021,DEC,12,37749,4860242
Zion,2021,JAN,1,172747,5039835
Zion,2021,FEB,2,160232,5039835
Zion,2021,MAR,3,429455,5039835
Zion,2021,APR,4,469775,5039835
Zion,2021,MAY,5,610301,5039835
Zion,2021,JUN,6,675799,5039835
Zion,2021,JUL,7,581496,5039835
Zion,2021,AUG,8,466928,5039835
Zion,2021,SEP,9,483180,5039835
Zion,2021,OCT,10,469379,5039835
Zion,2021,NOV,11,308560,5039835
Zion,2021,DEC,12,211983,5039835
Grand Canyon,2022,JAN,1,180094,4732101
Grand Canyon,2022,FEB,2,191984,4732101
Grand Canyon,2022,MAR,3,392273,4732101
Grand Canyon,2022,APR,4,438576,4732101
Grand Canyon,2022,MAY,5,496238,4732101
Grand Canyon,2022,JUN,6,510239,4732101
Grand Canyon,2022,JUL,7,543760,4732101
Grand Canyon,2022,AUG,8,500265,4732101
Grand Canyon,2022,SEP,9,439611,4732101
Grand Canyon,2022,OCT,10,442697,4732101
Grand Canyon,2022,NOV,11,323112,4732101
Grand Canyon,2022,DEC,12,273252,4732101
Saguaro,2022,JAN,1,100022,908194
Saguaro,2022,FEB,2,114193,908194
Saguaro,2022,MAR,3,132467,908194
Saguaro,2022,APR,4,109500,908194
Saguaro,2022,MAY,5,65538,908194
Saguaro,2022,JUN,6,37836,908194
Saguaro,2022,JUL,7,37458,908194
Saguaro,2022,AUG,8,38698,908194
Saguaro,2022,SEP,9,37091,908194
Saguaro,2022,OCT,10,63252,908194
Saguaro,2022,NOV,11,86306,908194
Saguaro,2022,DEC,12,85833,908194
Yellowstone,2022,JAN,1,46615,3290242
Yellowstone,2022,FEB,2,47300,3290242
Yellowstone,2022,MAR,3,35593,3290242
Yellowstone,2022,APR,4,80283,3290242
Yellowstone,2022,MAY,5,523680,3290242
Yellowstone,2022,JUN,6,525363,3290242
Yellowstone,2022,JUL,7,596562,3290242
Yellowstone,2022,AUG,8,582211,3290242
Yellowstone,2022,SEP,9,567587,3290242
Yellowstone,2022,OCT,10,236567,3290242
Yellowstone,2022,NOV,11,17687,3290242
Yellowstone,2022,DEC,12,30794,3290242
Zion,2022,JAN,1,139827,4692417
Zion,2022,FEB,2,168499,4692417
Zion,2022,MAR,3,446308,4692417
Zion,2022,APR,4,491625,4692417
Zion,2022,MAY,5,539172,4692417
Zion,2022,JUN,6,569975,4692417
Zion,2022,JUL,7,548636,4692417
Zion,2022,AUG,8,437134,4692417
Zion,2022,SEP,9,423654,4692417
Zion,2022,OCT,10,459697,4692417
Zion,2022,NOV,11,291044,4692417
Zion,2022,DEC,12,176846,4692417
Grand Canyon,2023,JAN,1,134361,4733705
Grand Canyon,2023,FEB,2,151395,4733705
Grand Canyon,2023,MAR,3,326916,4733705
Grand Canyon,2023,APR,4,463305,4733705
Grand Canyon,2023,MAY,5,491137,4733705
Grand Canyon,2023,JUN,6,506448,4733705
Grand Canyon,2023,JUL,7,557321,4733705
Grand Canyon,2023,AUG,8,522994,4733705
Grand Canyon,2023,SEP,9,466960,4733705
Grand Canyon,2023,OCT,10,474360,4733705
Grand Canyon,2023,NOV,11,332145,4733705
Grand Canyon,2023,DEC,12,306363,4733705
Saguaro,2023,JAN,1,106440,1010906
Saguaro,2023,FEB,2,123427,1010906
Saguaro,2023,MAR,3,158336,1010906
Saguaro,2023,APR,4,115171,1010906
Saguaro,2023,MAY,5,77488,1010906
Saguaro,2023,JUN,6,59115,1010906
Saguaro,2023,JUL,7,35596,1010906
Saguaro,2023,AUG,8,35403,1010906
Saguaro,2023,SEP,9,39832,1010906
Saguaro,2023,OCT,10,64245,1010906
Saguaro,2023,NOV,11,82266,1010906
Saguaro,2023,DEC,12,113587,1010906
Yellowstone,2023,JAN,1,45709,4501382
Yellowstone,2023,FEB,2,45717,4501382
Yellowstone,2023,MAR,3,30044,4501382
Yellowstone,2023,APR,4,69247,4501382
Yellowstone,2023,MAY,5,454262,4501382
Yellowstone,2023,JUN,6,847864,4501382
Yellowstone,2023,JUL,7,969692,4501382
Yellowstone,2023,AUG,8,846389,4501382
Yellowstone,2023,SEP,9,838458,4501382
Yellowstone,2023,OCT,10,299127,4501382
Yellowstone,2023,NOV,11,20109,4501382
Yellowstone,2023,DEC,12,34764,4501382
Zion,2023,JAN,1,114117,4623238
Zion,2023,FEB,2,130478,4623238
Zion,2023,MAR,3,336226,4623238
Zion,2023,APR,4,450819,4623238
Zion,2023,MAY,5,514283,4623238
Zion,2023,JUN,6,564036,4623238
Zion,2023,JUL,7,561026,4623238
Zion,2023,AUG,8,458449,4623238
Zion,2023,SEP,9,491799,4623238
Zion,2023,OCT,10,504584,4623238
Zion,2023,NOV,11,284978,4623238
Zion,2023,DEC,12,212443,4623238
Grand Canyon,2024,JAN,1,175848,367569
Grand Canyon,2024,FEB,2,191721,367569
Saguaro,2024,JAN,1,0,0
Yellowstone,2024,JAN,1,42740,92031
Yellowstone,2024,FEB,2,49291,92031
Zion,2024,JAN,1,120910,265128
Zion,2024,FEB,2,144218,265128
